ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000134318.14	ROCK2	ROCK2	9475	Rho associated coiled-coil containing protein kinase 2	4503.670202799856	-0.7783905882724214	0.1125632850845456	4.032877202043947e-13	4.4908235309741754e-11
ENSG00000168234.13	TTC39C	TTC39C	125488	tetratricopeptide repeat domain 39C	563.6498164284128	-0.723086060946977	0.10456649411931929	4.0560935087538873e-13	4.4908235309741754e-11
ENSG00000138078.15	PREPL	PREPL	9581	prolyl endopeptidase like	1190.8050519291871	0.6414466201289072	0.09313061155361019	4.210792724389791e-13	4.632408403545253e-11
ENSG00000164105.4	SAP30	SAP30	8819	Sin3A associated protein 30	524.377644823212	-1.1552629627959516	0.1714877530207209	4.334837957118835e-13	4.738691214895983e-11
ENSG00000277443.3	MARCKS	MARCKS	4082	myristoylated alanine rich protein kinase C substrate	5401.258578069943	1.1100959123220522	0.16480108267243038	5.292206311107015e-13	5.748867132417633e-11
ENSG00000128342.5	LIF	LIF	3976	LIF interleukin 6 family cytokine	151.44372394529674	2.357806490452988	0.35371061205755056	5.366291577404717e-13	5.792911757808393e-11
ENSG00000147119.4	CHST7	CHST7	56548	carbohydrate sulfotransferase 7	442.9456654063152	-1.4332284979840793	0.21928559343957504	5.504651933886429e-13	5.905363242365615e-11
ENSG00000067082.15	KLF6	KLF6	1316	KLF transcription factor 6	3215.7888487045916	-1.0476912881686486	0.15495894820971523	5.751798443067583e-13	6.132411278312549e-11
ENSG00000074590.13	NUAK1	NUAK1	9891	NUAK family kinase 1	409.5833360382547	-1.2899972588708841	0.1952323960439864	5.791519834372326e-13	6.136879176642872e-11
ENSG00000131446.16	MGAT1	MGAT1	4245	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	5374.260109046495	-0.8295814480660934	0.12116928586340397	6.092991384463972e-13	6.416960194662299e-11
ENSG00000163378.14	EOGT	EOGT	285203	EGF domain specific O-linked N-acetylglucosamine transferase	1782.6252427348531	-1.1920195402782925	0.17902285818442626	6.278638750355602e-13	6.572402939160118e-11
ENSG00000108960.9	MMD	MMD	23531	monocyte to macrophage differentiation associated	1716.0884546679722	-1.5376136808828942	0.2376736901684125	6.610887759118947e-13	6.878509239488099e-11
ENSG00000177674.16	AGTRAP	AGTRAP	57085	angiotensin II receptor associated protein	741.154357269706	-1.045876917435753	0.15515768736791016	6.656617355938443e-13	6.884616465375377e-11
ENSG00000091527.15	CDV3	CDV3	55573	CDV3 homolog	4834.825201973901	-0.7343223545625314	0.1076264331024642	7.686781631122317e-13	7.9027435912348e-11
ENSG00000116132.12	PRRX1	PRRX1	5396	paired related homeobox 1	5516.217226184066	0.7340658383393823	0.10785233531374837	8.611789966768946e-13	8.801351260712025e-11
ENSG00000173517.10	PEAK1	PEAK1	79834	pseudopodium enriched atypical kinase 1	8004.963114401377	-0.948046933044532	0.14087911627330596	1.0151775309290989e-12	1.0314203714239644e-10
ENSG00000049323.16	LTBP1	LTBP1	4052	latent transforming growth factor beta binding protein 1	18564.16463522973	-0.665423794556206	0.09848905195346061	1.1023501466283146e-12	1.1134381130154533e-10
ENSG00000164291.17	ARSK	ARSK	153642	arylsulfatase family member K	491.1179641162225	-0.8168366426335246	0.12128077866597389	1.328612519445582e-12	1.3341741532479123e-10
ENSG00000205208.5	C4orf46	C4orf46	201725	chromosome 4 open reading frame 46	585.3850682016536	1.2975310288365467	0.200830046182667	1.4914428036498902e-12	1.489028907782711e-10
ENSG00000119139.20	TJP2	TJP2	9414	tight junction protein 2	112.23156566418078	-1.773976667052951	0.2809916865665835	1.659454056659062e-12	1.6472465785411102e-10
ENSG00000196932.12	TMEM26	TMEM26	219623	transmembrane protein 26	68.4348544915263	1.951995522617083	0.3073078139691979	1.6909513694884144e-12	1.6642474746850945e-10
ENSG00000134294.14	SLC38A2	SLC38A2	54407	solute carrier family 38 member 2	20460.8124800858	-1.1569562035095056	0.17709523591582835	1.6958519890260342e-12	1.6642474746850945e-10
ENSG00000122966.16	CIT	CIT	11113	citron rho-interacting serine/threonine kinase	286.546727791978	1.4705042631157046	0.2321518278888779	1.8751656538451255e-12	1.829822665153277e-10
ENSG00000126861.5	OMG	OMG	4974	oligodendrocyte myelin glycoprotein	308.5386073608785	1.5976341480531167	0.2540498029518132	1.9819748114001065e-12	1.9231836484552045e-10
ENSG00000196569.12	LAMA2	LAMA2	3908	laminin subunit alpha 2	15063.748410983715	-1.9328258102154714	0.3058864533612276	2.0140725849475836e-12	1.9434112674421601e-10
ENSG00000140807.7	NKD1	NKD1	85407	NKD inhibitor of WNT signaling pathway 1	260.0198797594099	-2.266875500440917	0.3528306263420153	2.1309494575034188e-12	2.0447643905555026e-10
ENSG00000100242.15	SUN2	SUN2	25777	Sad1 and UNC84 domain containing 2	2207.2553990557735	-1.7891340315063906	0.28567209091829837	2.327555712665918e-12	2.2210796833793227e-10
ENSG00000146373.16	RNF217	RNF217	154214	ring finger protein 217	807.7189024141244	-1.0366428915561536	0.15811458035943407	2.384391501920436e-12	2.2628137374269107e-10
ENSG00000189184.11	PCDH18	PCDH18	54510	protocadherin 18	6469.708665594087	0.8533122027486286	0.12892306705562478	2.726385251403945e-12	2.565468829231109e-10
ENSG00000114745.13	GORASP1	GORASP1	64689	golgi reassembly stacking protein 1	980.6331908897779	-0.5290320594426671	0.08103839780782052	2.7330145008020155e-12	2.565468829231109e-10
ENSG00000012048.23	BRCA1	BRCA1	672	BRCA1 DNA repair associated	220.83910528891033	1.1345836189219625	0.1754241922476349	2.8717023746890933e-12	2.681083427871893e-10
ENSG00000185022.12	MAFF	MAFF	23764	MAF bZIP transcription factor F	556.0620163304175	-1.1910899354207347	0.18536151085543037	2.9596237852879494e-12	2.748313011800724e-10
ENSG00000173221.14	GLRX	GLRX	2745	glutaredoxin	1941.1562831100853	-0.9325912279007269	0.14197474421141623	3.1268181344576397e-12	2.8880429314626925e-10
ENSG00000143344.15	RGL1	RGL1	23179	ral guanine nucleotide dissociation stimulator like 1	1067.7673279397397	1.0107541293689615	0.1549797641323656	3.2957224448100635e-12	3.013634655966464e-10
ENSG00000114450.10	GNB4	GNB4	59345	G protein subunit beta 4	1359.7360609198543	-0.926989694082232	0.14124225107692123	3.2976896131175413e-12	3.013634655966464e-10
ENSG00000136478.7	TEX2	TEX2	55852	testis expressed 2	3680.591991403935	-1.3883058915616842	0.22142864054849945	3.660869852141779e-12	3.327923372957516e-10
ENSG00000182197.11	EXT1	EXT1	2131	exostosin glycosyltransferase 1	5225.27598007412	0.806337518515628	0.12258739969177541	3.854783671145991e-12	3.485854637069819e-10
ENSG00000107562.16	CXCL12	CXCL12	6387	C-X-C motif chemokine ligand 12	27683.17259356244	1.7957882755702166	0.29072681679842977	4.0537112525659636e-12	3.646651080954131e-10
ENSG00000124151.19	NCOA3	NCOA3	8202	nuclear receptor coactivator 3	1553.2112081823611	-1.3023411095483293	0.20709070662519732	4.481167473962187e-12	4.010296611931342e-10
ENSG00000140545.15	MFGE8	MFGE8	4240	milk fat globule EGF and factor V/VIII domain containing	9444.07194463532	-1.056184072264279	0.16396544443128183	4.701024082406895e-12	4.1853653583160764e-10
ENSG00000145244.12	CORIN	CORIN	10699	corin, serine peptidase	166.27853922304627	-1.8512663949639303	0.3005505182377872	4.828971422685925e-12	4.255887344527604e-10
ENSG00000108604.16	SMARCD2	SMARCD2	6603	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	2155.2678362423094	-1.1892917157090304	0.18724525835574846	4.829515513706637e-12	4.255887344527604e-10
ENSG00000019995.6	ZRANB1	ZRANB1	54764	zinc finger RANBP2-type containing 1	970.0831526172885	-0.8576823466891446	0.1313671334792714	4.894600842504073e-12	4.291347500087836e-10
ENSG00000112576.12	CCND3	CCND3	896	cyclin D3	621.6042876881105	-0.8870857293575307	0.1361906237769607	5.0750026631522105e-12	4.427042727169949e-10
ENSG00000071282.12	LMCD1	LMCD1	29995	LIM and cysteine rich domains 1	4017.5980289913687	-1.5098923005077456	0.24498382536650612	5.125256208781012e-12	4.4484133285460114e-10
ENSG00000125848.10	FLRT3	FLRT3	23767	fibronectin leucine rich transmembrane protein 3	178.42024443577318	2.200093144412576	0.35206581210056614	5.5673708349671855e-12	4.807981453077661e-10
ENSG00000172465.14	TCEAL1	TCEAL1	9338	transcription elongation factor A like 1	394.70330033161395	-0.9858287118572451	0.15304841076381506	6.094038558866776e-12	5.236628556654078e-10
ENSG00000197860.10	SGTB	SGTB	54557	small glutamine rich tetratricopeptide repeat co-chaperone beta	520.8202973176785	-0.7621193963274562	0.11736683657204298	6.904262777108566e-12	5.903486469614809e-10
ENSG00000165802.22	NSMF	NSMF	26012	NMDA receptor synaptonuclear signaling and neuronal migration factor	1575.1586476329644	-0.902491591137214	0.13973954347650316	7.0028171195047324e-12	5.958258979708657e-10
ENSG00000163661.4	PTX3	PTX3	5806	pentraxin 3	8515.383334150161	-2.0898642554151508	0.3386248262035394	7.072130158144465e-12	5.987736867228981e-10
ENSG00000148120.16	AOPEP	AOPEP	84909	aminopeptidase O (putative)	677.7394649403584	-1.0326608553759706	0.1625820634511411	9.19723396673753e-12	7.72639247767177e-10
ENSG00000137801.11	THBS1	THBS1	7057	thrombospondin 1	84016.77449984978	-1.8347874309942527	0.30313871674472537	9.215127665588148e-12	7.72639247767177e-10
ENSG00000105835.12	NAMPT	NAMPT	10135	nicotinamide phosphoribosyltransferase	1918.5900662893625	-0.9846532025458715	0.1547080460726604	1.004182094962722e-11	8.356198486744352e-10
ENSG00000078053.17	AMPH	AMPH	273	amphiphysin	356.1163138413145	-1.0752270090960283	0.17035082845533142	1.0063045884916774e-11	8.356198486744352e-10
ENSG00000119714.11	GPR68	GPR68	8111	G protein-coupled receptor 68	55.58607293182478	2.706402624036582	0.43373768924274325	1.0905793635340564e-11	9.012673094239341e-10
ENSG00000172403.11	SYNPO2	SYNPO2	171024	synaptopodin 2	9119.731158011702	-1.6086756634771644	0.2677565738493496	1.1633573214852882e-11	9.537937549041963e-10
ENSG00000171793.16	CTPS1	CTPS1	1503	CTP synthase 1	703.7619395279911	-1.4320368252342988	0.2361235188998173	1.1651834314774514e-11	9.537937549041963e-10
ENSG00000126016.15	AMOT	AMOT	154796	angiomotin	383.5765178350063	2.1463536773381744	0.35190195022515514	1.2421663906155511e-11	1.0120140518260282e-9
ENSG00000143878.10	RHOB	RHOB	388	ras homolog family member B	3233.3398966333584	-1.113925556362836	0.17837638200889616	1.3161266377401743e-11	1.0672365862463986e-9
ENSG00000215386.13	MIR99AHG	MIR99AHG	388815	mir-99a-let-7c cluster host gene	191.53415483964943	1.3472863195985414	0.22149100789261417	1.3848975226401417e-11	1.1177546734131088e-9
ENSG00000162643.13	DNAI3	DNAI3	126820	dynein axonemal intermediate chain 3	88.90153890394225	1.46480855568459	0.2449233282067174	1.790645549595606e-11	1.4385130201216423e-9
ENSG00000205978.6	NYNRIN	NYNRIN	57523	NYN domain and retroviral integrase containing	1592.5258746826894	1.085192276992377	0.1747798093092852	1.8556589017762056e-11	1.4838398403462326e-9
ENSG00000009413.16	REV3L	REV3L	5980	REV3 like, DNA directed polymerase zeta catalytic subunit	7548.385920372818	-1.0503296894706549	0.16873450594623296	1.9261658159094204e-11	1.5331214733819127e-9
ENSG00000197321.14	SVIL	SVIL	6840	supervillin	8011.585994533698	0.4924776434537468	0.0795141892821308	1.9606746534735007e-11	1.5534299364584544e-9
ENSG00000138074.15	SLC5A6	SLC5A6	8884	solute carrier family 5 member 6	432.24053010792323	-1.134419676787731	0.1841552142859419	2.0571782052175875e-11	1.6224466648638434e-9
ENSG00000172831.13	CES2	CES2	8824	carboxylesterase 2	971.2807854866671	0.5402907012228082	0.08692151884429261	2.1666024645158197e-11	1.7009798985053291e-9
ENSG00000174437.17	ATP2A2	ATP2A2	488	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	10541.631958504488	-1.2851334428929324	0.2125177841469196	2.1997808249128867e-11	1.7192133216242254e-9
ENSG00000267339.7	LINC00906	LINC00906	148145	long intergenic non-protein coding RNA 906	60.71038966683666	3.101507189800247	0.5097172671332313	2.2252114620693707e-11	1.731254611390188e-9
ENSG00000214814.7	FER1L6	FER1L6	654463	fer-1 like family member 6	233.5897367634861	2.8753607964220813	0.47261284428152567	2.6873622483804425e-11	2.0759017721747005e-9
ENSG00000106615.10	RHEB	RHEB	6009	Ras homolog, mTORC1 binding	1775.6754854361898	-0.9062650234246465	0.14509449208061317	2.6922301816068368e-11	2.0759017721747005e-9
ENSG00000084090.13	STARD7	STARD7	56910	StAR related lipid transfer domain containing 7	3585.828138505258	-1.1809352903468888	0.1941720148224771	2.746779751630938e-11	2.1085502164519807e-9
ENSG00000114270.17	COL7A1	COL7A1	1294	collagen type VII alpha 1 chain	1528.8936214065284	-1.144272122558237	0.1874482204753674	2.789731887990923e-11	2.132046423423859e-9
ENSG00000119508.18	NR4A3	NR4A3	8013	nuclear receptor subfamily 4 group A member 3	214.43578374829536	-1.9695009903321856	0.3339581924436651	2.921328666133686e-11	2.22093220914461e-9
ENSG00000164294.14	GPX8	GPX8	493869	glutathione peroxidase 8 (putative)	3597.9836851110376	0.5144462107419013	0.08370397167599428	2.931753958342816e-11	2.22093220914461e-9
ENSG00000114853.14	ZBTB47	ZBTB47	92999	zinc finger and BTB domain containing 47	2618.843259383115	-0.66858184496686	0.10709780687118545	3.096429993949526e-11	2.3354383779692672e-9
ENSG00000128699.14	ORMDL1	ORMDL1	94101	ORMDL sphingolipid biosynthesis regulator 1	1807.312738668332	-0.9691049543332095	0.15668725307742307	3.290919377259537e-11	2.4713373688707268e-9
ENSG00000143786.8	CNIH3	CNIH3	149111	cornichon family AMPA receptor auxiliary protein 3	74.79195737454991	1.4267663467914884	0.24217552560983185	3.438764957343738e-11	2.571183910962816e-9
ENSG00000233608.4	TWIST2	TWIST2	117581	twist family bHLH transcription factor 2	4576.207984590109	-0.6775262040871427	0.10886460697437206	3.5553347363122785e-11	2.6468854123097275e-9
ENSG00000148848.14	ADAM12	ADAM12	8038	ADAM metallopeptidase domain 12	1358.8371287215678	1.7011499374682386	0.2925861295171215	3.633104738336294e-11	2.6931753236285178e-9
ENSG00000088888.18	MAVS	MAVS	57506	mitochondrial antiviral signaling protein	2927.4797578594726	-0.5978576702992694	0.09681446908855519	3.704864153995019e-11	2.7346330627265797e-9
ENSG00000066322.15	ELOVL1	ELOVL1	64834	ELOVL fatty acid elongase 1	1021.6676140973516	-0.5054521461793173	0.08299562942923111	3.9733868682355445e-11	2.9203548080069926e-9
ENSG00000141298.19	SSH2	SSH2	85464	slingshot protein phosphatase 2	2037.0982083140925	-1.1333316270146578	0.18768027246156055	4.378693412197454e-11	3.2046098565878994e-9
ENSG00000089041.17	P2RX7	P2RX7	5027	purinergic receptor P2X 7	95.41834401520849	1.7800055036564244	0.3082960839867053	4.7542457079057905e-11	3.464781935314296e-9
ENSG00000171469.11	ZNF561	ZNF561	93134	zinc finger protein 561	597.2481431466484	0.6202310428625334	0.10115086235143486	5.298492495508624e-11	3.845191696740544e-9
ENSG00000168917.9	SLC35G2	SLC35G2	80723	solute carrier family 35 member G2	234.9119549980622	-0.7577154166517246	0.12299835767280118	5.661241693285956e-11	4.091253829557951e-9
ENSG00000168994.13	PXDC1	PXDC1	221749	PX domain containing 1	1315.399907889258	-1.2775497037062222	0.2166977740147763	5.716912384089363e-11	4.114271279082978e-9
ENSG00000131242.18	RAB11FIP4	RAB11FIP4	84440	RAB11 family interacting protein 4	30.546435923660802	2.0252215420175745	0.35014839226316385	6.317825203182956e-11	4.527862112422241e-9
ENSG00000165272.16	AQP3	AQP3	360	aquaporin 3 (Gill blood group)	137.59245080517704	2.7011679305333955	0.45508200174044305	6.499574111386772e-11	4.627184252045682e-9
ENSG00000168610.14	STAT3	STAT3	6774	signal transducer and activator of transcription 3	7783.597764251576	-0.5929447331581379	0.09752876120337264	6.509991739503826e-11	4.627184252045682e-9
ENSG00000175130.7	MARCKSL1	MARCKSL1	65108	MARCKS like 1	613.8709742260626	1.0708482155962993	0.1783654949673048	6.970970215621455e-11	4.934532687057942e-9
ENSG00000083223.18	TUT7	TUT7	79670	terminal uridylyl transferase 7	1480.7809300985537	-1.050728693602218	0.17479930252238438	7.200138150565034e-11	5.075950454553439e-9
ENSG00000013297.11	CLDN11	CLDN11	5010	claudin 11	2498.634929910984	1.5899397475659873	0.27892434908134256	7.663991225597836e-11	5.380994164574221e-9
ENSG00000169750.9	RAC3	RAC3	5881	Rac family small GTPase 3	72.28245011173625	-1.332828839546286	0.22949342924911798	7.806115606730957e-11	5.4585922574678976e-9
ENSG00000100994.12	PYGB	PYGB	5834	glycogen phosphorylase B	2997.640909993488	-0.5602728940485568	0.093016670089208775	7.856665340698189e-11	5.471787248570126e-9
ENSG00000114670.14	NEK11	NEK11	79858	NIMA related kinase 11	182.8460321021776	1.152605605672037	0.19448298402484193	7.974273242908198e-11	5.5313914639160796e-9
ENSG00000182199.11	SHMT2	SHMT2	6472	serine hydroxymethyltransferase 2	1249.4076511238422	0.6896897152397402	0.11329936924311455	8.370472083050783e-11	5.7829917527381244e-9
ENSG00000165996.14	HACD1	HACD1	9200	3-hydroxyacyl-CoA dehydratase 1	279.96337119261415	-0.893974882276009	0.14738898648462165	8.466121326520599e-11	5.8257708187913855e-9
ENSG00000143494.15	VASH2	VASH2	79805	vasohibin 2	19.130106723427453	3.3169960487243237	0.5723463033089282	8.692953881805387e-11	5.958122993910423e-9
ENSG00000188215.10	DCUN1D3	DCUN1D3	123879	defective in cullin neddylation 1 domain containing 3	494.314532046253	-0.7329618958435414	0.12046912139818493	8.947182344102117e-11	6.108131756811532e-9
ENSG00000158079.16	PTPDC1	PTPDC1	138639	protein tyrosine phosphatase domain containing 1	309.08969484644285	-0.8875107876997428	0.14652497087335822	9.039546936497222e-11	6.146891916818111e-9
ENSG00000125503.13	PPP1R12C	PPP1R12C	54776	protein phosphatase 1 regulatory subunit 12C	2494.215342634318	-0.6254891317844251	0.10361960511027966	9.622756680988698e-11	6.517813858589679e-9
ENSG00000155962.13	CLIC2	CLIC2	1193	chloride intracellular channel 2	397.72262299758216	1.1467423441170486	0.19458684507350107	9.973813010661731e-11	6.729206965630837e-9
ENSG00000136997.19	MYC	MYC	4609	MYC proto-oncogene, bHLH transcription factor	587.0626843810879	-0.8171945398224798	0.13503001022876096	1.0541460968836375e-10	7.084518048783731e-9
ENSG00000243244.6	STON1	STON1	11037	stonin 1	983.3736608357218	-1.328193591129498	0.23083268731998238	1.0919852580436713e-10	7.3103757274923606e-9
ENSG00000196850.6	PPTC7	PPTC7	160760	protein phosphatase targeting COQ7	515.1043371486187	-1.1077612685003888	0.18764048189553234	1.099284603406677e-10	7.330827671830164e-9
ENSG00000008311.15	AASS	AASS	10157	aminoadipate-semialdehyde synthase	1089.8214672874142	-1.0576693151949015	0.17820270126618434	1.1078057317604526e-10	7.359238691910207e-9
